id,date,account,description,amount,category,category_kind,is_transfer,needs_review,counterparty,source_file,source_row
113,2026-07-28,Bankkonto,Overføring  9260000000 Ingvild Kvamme Berg BokTpp: Vipps Mobilepay AS,-166.0,Gifts,expense,0,0,Ingvild Kvamme Berg BokTpp,Kontoutskrift.xlsx,114
114,2026-07-28,Bankkonto,Overføring  92700000000 Ingvild Kvamme Berg Tpp: Vipps,141.5,Vipps P2P - unspecified,expense,0,1,Ingvild Kvamme Berg Tpp,Kontoutskrift.xlsx,115
115,2026-07-28,Bankkonto,Overføring  92800000000 Torkel Aalborg BokTpp: Vipps,55.0,Gifts,expense,0,0,Torkel Aalborg BokTpp,Kontoutskrift.xlsx,116
116,2026-07-28,Bankkonto,Overføring Sindre Aalborg Gave Til MammaRef:,55.0,Gifts,expense,0,0,,Kontoutskrift.xlsx,117
118,2026-07-28,Bankkonto,Varekjøp Rema Lorenveien Lørenveien 3 Oslo Dato 28.07 kl. 16.27,-63.9,Groceries,expense,0,0,,Kontoutskrift.xlsx,119
119,2026-07-28,Bankkonto,Visa  100021  Dominos,-283.0,Restaurants & takeaway,expense,0,0,,Kontoutskrift.xlsx,120
117,2026-07-29,Bankkonto,Kontoregulering  244 Ukespenger,2200.0,Internal transfer,transfer,1,0,,Kontoutskrift.xlsx,118
120,2026-07-29,Bankkonto,Varekjøp Rema Lorenveien Lørenveien 3 Oslo Dato 29.07 kl. 16.37,-102.68,Groceries,expense,0,0,,Kontoutskrift.xlsx,121
121,2026-07-29,Bankkonto,Visa  100021  Zettle_:lege Midhat Re,-299.0,Health - doctor,expense,0,0,,Kontoutskrift.xlsx,122
122,2026-07-30,Bankkonto,Varekjøp Kontroll_datter Grønland 10 Oslo Dato 30.07 kl. 18.28,-194.0,Bars & nightlife,expense,0,0,,Kontoutskrift.xlsx,123
123,2026-07-30,Bankkonto,Varekjøp Kontroll_datter Grønland 10 Oslo Dato 30.07 kl. 19.07,-112.0,Bars & nightlife,expense,0,0,,Kontoutskrift.xlsx,124
168,2026-07-30,Kredittkort,"Mol*Hoome AS, 4799000000",-13990.0,Home & furniture,expense,0,0,,transaksjonsliste.xlsx,4
169,2026-07-31,Kredittkort,"BOLT.EU/P/9290000000, Tallinn, EST",-25.0,Taxi & ride-hailing,expense,0,0,,transaksjonsliste.xlsx,5
170,2026-07-31,Kredittkort,"MAULUND A/S, Risskov, DNK",-298.0,Uncategorised,expense,0,1,,transaksjonsliste.xlsx,6
171,2026-08-01,Kredittkort,"BOLT.EU/R/9300000000, Tallinn, EST",-29.18,Taxi & ride-hailing,expense,0,0,,transaksjonsliste.xlsx,7
172,2026-08-02,Kredittkort,"JOKER LØREN STA, Oslo",-97.87,Groceries,expense,0,0,,transaksjonsliste.xlsx,8
173,2026-08-06,Kredittkort,Innbetaling,14440.05,Credit card payment,transfer,1,0,,transaksjonsliste.xlsx,9
174,2026-08-08,Kredittkort,"VOLT 285, Oslo",-1022.5,Clothing & shoes,expense,0,0,,transaksjonsliste.xlsx,10
175,2026-08-08,Kredittkort,"EURO SKO STORO, 0485 OSLO",-999.0,Clothing & shoes,expense,0,0,,transaksjonsliste.xlsx,11
176,2026-08-08,Kredittkort,"BOYS STORO, OSLO",-449.4,Clothing & shoes,expense,0,0,,transaksjonsliste.xlsx,12
177,2026-08-09,Kredittkort,"Vipps*Ingvild Kvamme B, Oslo",-89.0,Vipps P2P - unspecified,expense,0,1,Ingvild Kvamme B,transaksjonsliste.xlsx,13
178,2026-08-09,Kredittkort,"VYGRUPPEN AS, OSLO",-678.0,Public transport,expense,0,0,,transaksjonsliste.xlsx,14
179,2026-08-09,Kredittkort,"JOKER LØREN STA, Oslo",-163.7,Groceries,expense,0,0,,transaksjonsliste.xlsx,15
